latitude,longitude,region,country,admin1,localityName,localityQuality,observationDate,reportingDate,status,disease,type,species,sumAtRisk,sumCases,sumDeaths
5.316667,-4.033333,Africa,CÃƒÂ´te d'Ivoire,District autonome de Abidjan,Cocovico Cocody angrÃƒÂ© market,Exact,03-12-2016,07-27-2016,Confirmed,Influenza - Avian,Domestic, Chicken,110,1,0
5.424809,-4.018842,Africa,CÃƒÂ´te d'Ivoire,District autonome de Abidjan,Abobo main market,Exact,03-12-2016,07-27-2016,Confirmed,Influenza - Avian,Domestic, Chicken,200,1,0
12.9057,5.3396,Africa,Nigeria,Sokoto,Dange,Exact,03-12-2016,03-20-2016,Confirmed,Influenza - Avian,Domestic, Chicken,6000,1135,1135
12.1925,8.6281,Africa,Nigeria,Kano,Minjibir,Exact,03-12-2016,03-20-2016,Confirmed,Influenza - Avian,Domestic, Chicken,5701,58,58
11.883,8.6275,Africa,Nigeria,Kano,Minjibir,Exact,03-12-2016,03-20-2016,Confirmed,Influenza - Avian,Domestic, Chicken,11567,220,220
9.8369,8.92143,Africa,Nigeria,Plateau,Ranya Lowcost,Exact,03-12-2016,03-20-2016,Confirmed,Influenza - Avian,Domestic, Chicken,4300,110,110
33.050647,35.406542,Asia,Israel,Northern,Dovev,Exact,03-11-2016,04-17-2016,Confirmed,Newcastle Disease,Domestic, Chicken,2450,0,0
33.050647,35.406542,Asia,Israel,Northern,Dovev,Exact,03-11-2016,04-17-2016,Confirmed,Newcastle Disease,Domestic, Chicken,5800,0,0
12.0651,6.5366,Africa,Nigeria,Zamfara,Bungudu,Exact,03-11-2016,03-20-2016,Confirmed,Influenza - Avian,Domestic, Chicken,3000,57,57
11.8399,8.3192,Africa,Nigeria,Kano,D/Tofa,Exact,03-10-2016,03-20-2016,Confirmed,Influenza - Avian,Domestic, Chicken,2108,300,300
12.9057,5.3396,Africa,Nigeria,Sokoto,Dange,Exact,03-10-2016,03-20-2016,Confirmed,Influenza - Avian,Domestic, Chicken,6000,1135,1135
11.9166,8.2852,Africa,Nigeria,Kano,Madobi,Exact,03-10-2016,03-20-2016,Confirmed,Influenza - Avian,Domestic, Chicken,4200,10,10
10.2684,9.2693,Africa,Nigeria,Bauchi,Toro,Exact,03-10-2016,03-20-2016,Confirmed,Influenza - Avian,Domestic, Chicken,61000,2251,2251
9.79097,8.85703,Africa,Nigeria,Plateau,Rantiya low cost,Exact,03-09-2016,03-14-2016,Confirmed,Influenza - Avian,Domestic, Chicken,465,7,7
9.83465,8.86254,Africa,Nigeria,Plateau,Rantiya low cost,Exact,03-09-2016,03-14-2016,Confirmed,Influenza - Avian,Domestic, Chicken,380,60,60
12.2638,7.297,Africa,Nigeria,Katsina,Batagarawa,Exact,03-08-2016,03-20-2016,Confirmed,Influenza - Avian,Domestic, Chicken,51303,1364,1364
9.90154,8.88745,Africa,Nigeria,Plateau,Jos,Exact,03-08-2016,03-14-2016,Confirmed,Influenza - Avian,Domestic, Chicken,850,11,11
9.82847,8.85518,Africa,Nigeria,Plateau,Rantya,Exact,03-07-2016,03-14-2016,Confirmed,Influenza - Avian,Domestic, Chicken,970,100,100
9.86116,8.8265,Africa,Nigeria,Plateau,Ranya Lowcost,Exact,03-07-2016,03-14-2016,Confirmed,Influenza - Avian,Domestic, Chicken,845,20,20
9.83391,8.86002,Africa,Nigeria,Plateau,Ranya Lowcost,Exact,03-07-2016,03-14-2016,Confirmed,Influenza - Avian,Domestic, Chicken,517,26,26
9.87092,8.83276,Africa,Nigeria,Plateau,Rantya,Exact,03-07-2016,03-14-2016,Confirmed,Influenza - Avian,Domestic, Chicken,1520,105,105
9.9422,8.8762,Africa,Nigeria,Plateau,Jos,Exact,03-07-2016,03-14-2016,Confirmed,Influenza - Avian,Domestic, Chicken,800,130,130
12.0868,8.8291,Africa,Nigeria,Kano,Dawakin Tofa,Exact,03-06-2016,03-14-2016,Confirmed,Influenza - Avian,Domestic, Chicken,2050,62,62
10.45244,8.6452,Africa,Nigeria,Kaduna,Lere,Exact,03-06-2016,03-14-2016,Confirmed,Influenza - Avian,Domestic, Chicken,3500,80,80
12.0934,8.4993,Africa,Nigeria,Kano,Ungogo,Exact,03-04-2016,03-14-2016,Confirmed,Influenza - Avian,Domestic, Chicken,111,28,28
10.1621,9.2597,Africa,Nigeria,Bauchi,Toro,Exact,03-04-2016,03-08-2016,Confirmed,Influenza - Avian,Domestic, Chicken,5000,263,263
12.0951,8.7611,Africa,Nigeria,Kano,Gezawa,Exact,03-02-2016,03-14-2016,Confirmed,Influenza - Avian,Domestic, Chicken,1350,220,220
11.8424,8.5765,Africa,Nigeria,Kano,Dawakin Kudu,Exact,03-01-2016,03-14-2016,Confirmed,Influenza - Avian,Domestic, Chicken,270,29,29
12.1636,6.6164,Africa,Nigeria,Zamfara,Gusau,Exact,03-01-2016,03-08-2016,Confirmed,Influenza - Avian,Domestic, Chicken,8699,228,228
9.9006,8.88721,Africa,Nigeria,Plateau,Bauchi rd,Exact,03-01-2016,03-04-2016,Confirmed,Influenza - Avian,Domestic, Chicken,248,5,5
9.85348,8.01702,Africa,Nigeria,Kaduna,Angware,Exact,02-29-2016,03-04-2016,Confirmed,Influenza - Avian,Domestic, Chicken,39763,1500,1500
11.9851,8.5014,Africa,Nigeria,Kano,Gwale,Exact,02-29-2016,03-04-2016,Confirmed,Influenza - Avian,Domestic, Chicken,18,4,4
9.89944,8.88723,Africa,Nigeria,Plateau,Jos,Exact,02-29-2016,03-04-2016,Confirmed,Influenza - Avian,Domestic, Chicken,2050,53,53
9.85348,8.01702,Africa,Nigeria,Kaduna,Angware,Exact,02-29-2016,03-04-2016,Confirmed,Influenza - Avian,Domestic, Chicken,39763,1500,1500
11.9869,8.5598,Africa,Nigeria,Kano,Tarauni,Exact,02-29-2016,03-04-2016,Confirmed,Influenza - Avian,Domestic, Chicken,350,20,20
11.9311,8.4784,Africa,Nigeria,Kano,Kumbotso,Exact,02-27-2016,03-04-2016,Confirmed,Influenza - Avian,Domestic, Chicken,850,150,150
9.83053,8.85663,Africa,Nigeria,Plateau,Rantya,Exact,02-27-2016,03-04-2016,Confirmed,Influenza - Avian,Domestic, Chicken,456,30,30
8.70243,9.13629,Africa,Nigeria,Plateau,Dadin Kova,Exact,02-27-2016,02-29-2016,Confirmed,Influenza - Avian,Domestic, Chicken,1050,570,570
11.9948,8.5748,Africa,Nigeria,Kano,Nasarawa,Exact,02-26-2016,03-04-2016,Confirmed,Influenza - Avian,Domestic, Chicken,1050,19,19
11.5489,7.8216,Africa,Nigeria,Kano,Rogo,Exact,02-26-2016,03-04-2016,Confirmed,Influenza - Avian,Domestic, Chicken,186,20,20
11.9069,8.2326,Africa,Nigeria,Kano,Kabo,Exact,02-26-2016,03-04-2016,Confirmed,Influenza - Avian,Domestic, Chicken,2350,65,65
9.85261,8.85594,Africa,Nigeria,Plateau,Rantya,Exact,02-26-2016,03-04-2016,Confirmed,Influenza - Avian,Domestic, Chicken,458,5,5
11.9289,8.4725,Africa,Nigeria,Kano,Kumbotso,Exact,02-26-2016,02-29-2016,Confirmed,Influenza - Avian,Domestic, Chicken,300,60,60
11.9974,8.3536,Africa,Nigeria,Kano,Tofa,Exact,02-25-2016,03-04-2016,Confirmed,Influenza - Avian,Domestic, Chicken,68000,53,53
23.8713,120.29,Asia,Taiwan (Province of China),Taiwan Sheng,Dacheng Township,Exact,02-24-2016,03-07-2016,Confirmed,Influenza - Avian,Domestic, Chicken,13500,3024,3024
9.82682,8.86258,Africa,Nigeria,Plateau,Rantya,Exact,02-24-2016,03-04-2016,Confirmed,Influenza - Avian,Domestic, Chicken,6451,400,400
10.5761,7.6445,Africa,Nigeria,Kaduna,Kaduna,Exact,02-24-2016,02-29-2016,Confirmed,Influenza - Avian,Domestic, Chicken,2886,366,366
9.83577,8.8589,Africa,Nigeria,Plateau,Rantya,Exact,02-22-2016,02-29-2016,Confirmed,Influenza - Avian,Domestic, Chicken,1078,41,41
11.9836,8.5111,Africa,Nigeria,Kano,Gwale,Exact,02-22-2016,02-29-2016,Confirmed,Influenza - Avian,Domestic, Chicken,1040,35,35
13.5262,2.0614,Africa,Niger,Niamey,"Poultry centre, Niamey",Exact,02-21-2016,06-02-2016,Confirmed,Influenza - Avian,Domestic, Chicken,86000,86000,86000
11.9746,8.5631,Africa,Nigeria,Kano,Tarauni,Exact,02-20-2016,02-29-2016,Confirmed,Influenza - Avian,Domestic, Chicken,2017,45,45
32.850651,35.206337,Asia,Israel,Northern,TAMRA,Exact,02-19-2016,02-28-2016,Confirmed,Newcastle Disease,Domestic, Chicken,20000,650,343
33.052265,35.499688,Asia,Israel,Northern,ALMA,Exact,02-19-2016,02-28-2016,Confirmed,Newcastle Disease,Domestic, Chicken,3400,0,0
11.91763,8.50142,Africa,Nigeria,Kano,Kumbotso,Exact,02-17-2016,02-22-2016,Confirmed,Influenza - Avian,Domestic, Chicken,3490,82,82
11.92787,8.52308,Africa,Nigeria,Kano,Kumbotso,Exact,02-16-2016,02-22-2016,Confirmed,Influenza - Avian,Domestic, Chicken,5120,50,50
11.9293,8.4901,Africa,Nigeria,Kano,Kumbotso,Exact,02-15-2016,02-22-2016,Confirmed,Influenza - Avian,Domestic, Chicken,230,20,20
9.9542,8.9007,Africa,Nigeria,Plateau,Jos,Exact,02-15-2016,02-17-2016,Confirmed,Influenza - Avian,Domestic, Chicken,6200,100,100
12.00601,8.5147,Africa,Nigeria,Kano,Dala,Exact,02-14-2016,02-22-2016,Confirmed,Influenza - Avian,Domestic, Chicken,200,38,38
12.0018,8.5774,Africa,Nigeria,Kano,Nasarawa,Exact,02-14-2016,02-22-2016,Confirmed,Influenza - Avian,Domestic, Chicken,1050,29,29
9.86176,8.86206,Africa,Nigeria,Plateau,Ranya Lowcost,Exact,02-14-2016,02-22-2016,Confirmed,Influenza - Avian,Domestic, Chicken,4500,20,20
12.0553,8.2763,Africa,Nigeria,Kano,Tofa,Exact,02-13-2016,02-22-2016,Confirmed,Influenza - Avian,Domestic, Chicken,987,30,30
11.9993,8.5744,Africa,Nigeria,Kano,Nasarawa,Exact,02-12-2016,02-22-2016,Confirmed,Influenza - Avian,Domestic, Chicken,70,10,10
11.9993,8.5654,Africa,Nigeria,Kano,Nasarawa,Exact,02-12-2016,02-22-2016,Confirmed,Influenza - Avian,Domestic, Chicken,940,47,47
11.9025,8.3049,Africa,Nigeria,Kano,Gwale,Exact,02-12-2016,02-22-2016,Confirmed,Influenza - Avian,Domestic, Chicken,120,35,35
11.6844,8.3736,Africa,Nigeria,Kano,Garum Mallam,Exact,02-12-2016,02-22-2016,Confirmed,Influenza - Avian,Domestic, Chicken,4600,190,190
11.9261,8.5024,Africa,Nigeria,Kano,Kumbotso,Exact,02-11-2016,02-22-2016,Confirmed,Influenza - Avian,Domestic, Chicken,952,85,85
22.5203,120.4588,Asia,Taiwan (Province of China),Taiwan Sheng,Xinyuan Township,Exact,02-11-2016,02-22-2016,Confirmed,Influenza - Avian,Domestic, Chicken,9000,5912,5912
9.9099,8.80471,Africa,Nigeria,Plateau,Bassa,Exact,02-11-2016,02-15-2016,Confirmed,Influenza - Avian,Domestic, Chicken,6884,200,200
12.9065,7.6162,Africa,Nigeria,Katsina,Batagarawa,Exact,02-10-2016,02-17-2016,Confirmed,Influenza - Avian,Domestic, Chicken,5000,60,60
32.469227,35.132937,Asia,West Bank,Jenin,REHAN,Exact,02-09-2016,02-28-2016,Confirmed,Newcastle Disease,Domestic, Chicken,76000,1000,500
12.60031,6.58975,Africa,Nigeria,Zamfara,K/Namoda,Exact,02-09-2016,02-15-2016,Confirmed,Influenza - Avian,Domestic, Chicken,18000,3435,3435
9.84788,8.84769,Africa,Nigeria,Plateau,Rantya,Exact,02-08-2016,02-11-2016,Confirmed,Influenza - Avian,Domestic, Chicken,2820,228,228
11.6526,8.0497,Africa,Nigeria,Kano,Rimin Gado,Exact,02-07-2016,02-11-2016,Confirmed,Influenza - Avian,Domestic, Chicken,470,10,10
12.0327,8.3675,Africa,Nigeria,Kano,Nasarawa,Exact,02-07-2016,02-11-2016,Confirmed,Influenza - Avian,Domestic, Chicken,920,70,70
12.0279,8.1075,Africa,Nigeria,Kano,Garo,Exact,02-07-2016,02-11-2016,Confirmed,Influenza - Avian,Domestic, Chicken,300,20,20
9.90324,8.86647,Africa,Nigeria,Plateau,Jos,Exact,02-07-2016,02-09-2016,Confirmed,Influenza - Avian,Domestic, Chicken,650,19,19
33.050647,35.406542,Asia,Israel,Northern,Dovev,Exact,02-06-2016,02-28-2016,Confirmed,Newcastle Disease,Domestic, Chicken,2200,0,0
12.0832,8.0904,Africa,Nigeria,Kano,Rogo,Exact,02-06-2016,02-11-2016,Confirmed,Influenza - Avian,Domestic, Chicken,500,20,20
11.8302,8.4642,Africa,Nigeria,Kano,Kumbotso,Exact,02-06-2016,02-11-2016,Confirmed,Influenza - Avian,Domestic, Chicken,930,142,142
9.89697,8.87025,Africa,Nigeria,Plateau,Jos,Exact,02-06-2016,02-09-2016,Confirmed,Influenza - Avian,Domestic, Chicken,2569,156,156
11.9246,8.5016,Africa,Nigeria,Kano,Kumbotso,Exact,02-06-2016,02-09-2016,Confirmed,Influenza - Avian,Domestic, Chicken,3000,447,447
10.2254,7.2434,Africa,Nigeria,Kaduna,Kurmin Mashi,Exact,02-06-2016,02-09-2016,Confirmed,Influenza - Avian,Domestic, Chicken,9602,3638,3638
10.2254,7.2434,Africa,Nigeria,Kaduna,Kurmin Mashi,Exact,02-06-2016,02-09-2016,Confirmed,Influenza - Avian,Domestic, Chicken,9602,3638,3638
23.0552,120.1895,Asia,Taiwan (Province of China),Taiwan Sheng,Annan District,Exact,02-05-2016,02-22-2016,Confirmed,Influenza - Avian,Domestic, Chicken,11750,6031,6031
11.9653,8.6563,Africa,Nigeria,Kano,D/Kudu,Exact,02-05-2016,02-11-2016,Confirmed,Influenza - Avian,Domestic, Chicken,10209,52,52
8.906,7.161,Africa,Nigeria,Abuja,Kuje,Exact,02-05-2016,02-09-2016,Confirmed,Influenza - Avian,Domestic, Chicken,13511,55,55
8.9204,7.5599,Africa,Nigeria,Nassarawa,Municipal,Exact,02-05-2016,02-09-2016,Confirmed,Influenza - Avian,Domestic, Chicken,512,3,3
12.0917,8.4911,Africa,Nigeria,Kano,Ungogo,Exact,02-05-2016,02-09-2016,Confirmed,Influenza - Avian,Domestic, Chicken,1300,80,80
12.582,4.1874,Africa,Nigeria,Kebbi,Brinin Kebbi,Exact,02-04-2016,02-11-2016,Confirmed,Influenza - Avian,Domestic, Chicken,1500,600,600
10.01864,8.946,Africa,Nigeria,Plateau,Toro,Exact,02-04-2016,02-09-2016,Confirmed,Influenza - Avian,Domestic, Chicken,3000,6,6
8.652314,7.2632,Africa,Nigeria,Abuja,Kuje,Centroid Admin2,02-04-2016,02-08-2016,Confirmed,Influenza - Avian,Domestic, Chicken,702,70,70
12.0941,8.7622,Africa,Nigeria,Kano,Gezawa,Exact,02-04-2016,02-08-2016,Confirmed,Influenza - Avian,Domestic, Chicken,300,50,50
8.652314,7.2632,Africa,Nigeria,Abuja,Kuje,Centroid Admin2,02-04-2016,02-08-2016,Confirmed,Influenza - Avian,Domestic, Chicken,804,18,18
43.440634,-0.464145,Europe,France,Aquitaine,MAZEROLLES,Exact,02-03-2016,02-09-2016,Confirmed,Influenza - Avian,Domestic, Chicken,4400,80,80
12.1557,8.1403,Africa,Nigeria,Kano,Bagwai,Exact,02-03-2016,02-08-2016,Confirmed,Influenza - Avian,Domestic, Chicken,450,85,85
11.9237,8.5141,Africa,Nigeria,Kano,Kumbotso,Exact,02-03-2016,02-08-2016,Confirmed,Influenza - Avian,Domestic, Chicken,9475,110,110
8.652314,7.2632,Africa,Nigeria,Abuja,Kuje,Centroid Admin2,02-03-2016,02-08-2016,Confirmed,Influenza - Avian,Domestic, Chicken,1061,29,29
11.8439,8.5991,Africa,Nigeria,Kano,Dawakin Kudu,Exact,02-03-2016,02-08-2016,Confirmed,Influenza - Avian,Domestic, Chicken,5206,48,48
11.9295,8.5136,Africa,Nigeria,Kano,Kumbotso,Exact,02-03-2016,02-08-2016,Confirmed,Influenza - Avian,Domestic, Chicken,972,15,15
10.4431,8.6568,Africa,Nigeria,Kaduna,Lere,Exact,02-03-2016,02-08-2016,Confirmed,Influenza - Avian,Domestic, Chicken,1700,52,52
12.4314,9.1934,Africa,Nigeria,Jigawa,Gearki,Exact,02-03-2016,02-08-2016,Confirmed,Influenza - Avian,Domestic, Chicken,5000,750,750
41.7713,25.154,Europe,Bulgaria,Kardzhali,Nenkovo,Exact,02-02-2016,02-10-2016,Confirmed,Newcastle Disease,Domestic, Chicken,301,61,61
12.07458,8.43428,Africa,Nigeria,Kano,Ganye,Exact,02-02-2016,02-08-2016,Confirmed,Influenza - Avian,Domestic, Chicken,7200,1950,1950
11.9732,8.5509,Africa,Nigeria,Kano,Tarauni,Exact,02-02-2016,02-08-2016,Confirmed,Influenza - Avian,Domestic, Chicken,3068,49,49
6.3702,8.0583,Africa,Nigeria,Ebonyi,Ohuakwu,Exact,02-02-2016,02-08-2016,Confirmed,Influenza - Avian,Domestic, Chicken,1950,195,195
11.9881,8.5145,Africa,Nigeria,Kano,Gwale,Exact,02-02-2016,02-08-2016,Confirmed,Influenza - Avian,Domestic, Chicken,300,50,50
11.9855,8.5604,Africa,Nigeria,Kano,Nasarawa,Exact,02-02-2016,02-08-2016,Confirmed,Influenza - Avian,Domestic, Chicken,3010,130,130
9.88797,8.86548,Africa,Nigeria,Plateau,Rantya,Exact,02-02-2016,02-08-2016,Confirmed,Influenza - Avian,Domestic, Chicken,690,48,48
12.43466,9.27883,Africa,Nigeria,Jigawa,Yola,Exact,02-02-2016,02-08-2016,Confirmed,Influenza - Avian,Domestic, Chicken,700,230,230
9.79105,8.86725,Africa,Nigeria,Plateau,Bukuru,Exact,02-02-2016,02-04-2016,Confirmed,Influenza - Avian,Domestic, Chicken,785,31,31
12.8039,9.4489,Africa,Nigeria,Jigawa,Maigatari,Exact,02-01-2016,02-08-2016,Confirmed,Influenza - Avian,Domestic, Chicken,3105,800,800
11.9865,8.5213,Africa,Nigeria,Kano,Kano,Exact,02-01-2016,02-08-2016,Confirmed,Influenza - Avian,Domestic, Chicken,120,29,29
11.8632,8.5441,Africa,Nigeria,Kano,Kumbotso,Exact,02-01-2016,02-04-2016,Confirmed,Influenza - Avian,Domestic, Chicken,2500,67,67
11.9281,8.5045,Africa,Nigeria,Kano,Dawakin Kudu,Exact,02-01-2016,02-04-2016,Confirmed,Influenza - Avian,Domestic, Chicken,4500,350,350
9.86902,8.8493,Africa,Nigeria,Plateau,Rantya,Exact,02-01-2016,02-04-2016,Confirmed,Influenza - Avian,Domestic, Chicken,370,6,6
9.86465,8.8257,Africa,Nigeria,Plateau,Rantya,Exact,02-01-2016,02-02-2016,Confirmed,Influenza - Avian,Domestic, Chicken,2035,26,26
11.556505,8.584152,Africa,Nigeria,Kano,Rano,Exact,01-31-2016,02-02-2016,Confirmed,Influenza - Avian,Domestic, Chicken,711,62,62
11.984845,8.519137,Africa,Nigeria,Kano,Gwale,Exact,01-31-2016,02-02-2016,Confirmed,Influenza - Avian,Domestic, Chicken,2,1,1
32.542269,35.264879,Asia,Israel,Northern,BARAQ,Exact,01-30-2016,02-28-2016,Confirmed,Newcastle Disease,Domestic, Chicken,140000,35000,5000
8.85206,9.86908,Africa,Nigeria,Plateau,Rantya,Exact,01-30-2016,02-02-2016,Confirmed,Influenza - Avian,Domestic, Chicken,216,15,15
11.926601,8.513924,Africa,Nigeria,Kano,Kumbotso,Exact,01-30-2016,02-02-2016,Confirmed,Influenza - Avian,Domestic, Chicken,400,13,13
8.896,7.172,Africa,Nigeria,Abuja,Kuje,Exact,01-30-2016,02-02-2016,Confirmed,Influenza - Avian,Domestic, Chicken,4625,73,73
23.9001,120.337,Asia,Taiwan (Province of China),Taiwan Sheng,Fangyuan Township,Exact,01-29-2016,02-22-2016,Confirmed,Influenza - Avian,Domestic, Chicken,16012,4420,4420
11.665465,8.257631,Africa,Nigeria,Kano,Bebeji,Exact,01-29-2016,02-02-2016,Confirmed,Influenza - Avian,Domestic, Chicken,200000,1562,1562
9.93557,8.90053,Africa,Nigeria,Plateau,Jos,Exact,01-29-2016,02-02-2016,Confirmed,Influenza - Avian,Domestic, Chicken,1890,100,100
11.576,8.2453,Africa,Nigeria,Kano,Kumbotso,Exact,01-27-2016,02-02-2016,Confirmed,Influenza - Avian,Domestic, Chicken,670,100,100
33.050647,35.406542,Asia,Israel,Northern,Dovev,Exact,01-26-2016,02-28-2016,Confirmed,Newcastle Disease,Domestic, Chicken,2200,0,0
-23.57635,23.05502,Africa,Botswana,Kgalagadi,Mokhaneng,Exact,01-24-2016,04-04-2016,Confirmed,Newcastle Disease,Domestic, Chicken,300,248,218
9.9597,8.8061,Africa,Nigeria,Plateau,Rantya,Exact,01-23-2016,01-26-2016,Confirmed,Influenza - Avian,Domestic, Chicken,1137,23,23
9.9351,8.8354,Africa,Nigeria,Plateau,Katako,Exact,01-23-2016,01-26-2016,Confirmed,Influenza - Avian,Domestic, Chicken,5630,180,180
22.611,120.348,Asia,Taiwan (Province of China),Taiwan Sheng,Fengshan District,Exact,01-22-2016,02-02-2016,Confirmed,Influenza - Avian,Domestic, Chicken,426,1,1
10.2471,8.9696,Africa,Nigeria,Bauchi,Kwanga,Exact,01-22-2016,01-26-2016,Confirmed,Influenza - Avian,Domestic, Chicken,1586,42,42
9.9302,8.7966,Africa,Nigeria,Plateau,Rantya,Exact,01-22-2016,01-26-2016,Confirmed,Influenza - Avian,Domestic, Chicken,3210,105,105
9.9137,8.9531,Africa,Nigeria,Plateau,Dogon Karfe,Exact,01-21-2016,01-26-2016,Confirmed,Influenza - Avian,Domestic, Chicken,4490,9,9
10.3021,7.5287,Africa,Nigeria,Kaduna,Dogorawa,Exact,01-21-2016,01-25-2016,Confirmed,Influenza - Avian,Domestic, Chicken,9150,1285,1285
9.8778,8.8159,Africa,Nigeria,Plateau,Tudun wada,Exact,01-20-2016,01-26-2016,Confirmed,Influenza - Avian,Domestic, Chicken,6091,77,77
10.2658,7.6273,Africa,Nigeria,Kaduna,Kakuri,Exact,01-20-2016,01-25-2016,Confirmed,Influenza - Avian,Domestic, Chicken,928,35,35
8.8364,7.3932,Africa,Nigeria,Abuja,Kuje,Exact,01-20-2016,01-25-2016,Confirmed,Influenza - Avian,Domestic, Chicken,2480,80,80
8.8195,7.3764,Africa,Nigeria,Abuja,Kuje,Exact,01-20-2016,01-25-2016,Confirmed,Influenza - Avian,Domestic, Chicken,3206,16,16
11.7962,8.3195,Africa,Nigeria,Kano,Kumbotso,Exact,01-20-2016,01-25-2016,Confirmed,Influenza - Avian,Domestic, Chicken,4500,150,150
9.7804,8.8257,Africa,Nigeria,Plateau,Rantya,Exact,01-20-2016,01-25-2016,Confirmed,Influenza - Avian,Domestic, Chicken,8000,1000,1000
10.7986,7.4805,Africa,Nigeria,Kaduna,Igabi,Exact,01-19-2016,01-25-2016,Confirmed,Influenza - Avian,Domestic, Chicken,4526,559,559
12.0993,8.7091,Africa,Nigeria,Kano,Gezawa,Exact,01-19-2016,01-25-2016,Confirmed,Influenza - Avian,Domestic, Chicken,800,106,106
11.8827,8.3436,Africa,Nigeria,Kano,Ungogo,Exact,01-19-2016,01-25-2016,Confirmed,Influenza - Avian,Domestic, Chicken,3200,219,219
11.8156,8.2328,Africa,Nigeria,Kano,Kumbotso,Exact,01-18-2016,01-25-2016,Confirmed,Influenza - Avian,Domestic, Chicken,2660,116,116
11.8058,8.3821,Africa,Nigeria,Kano,Gwale,Exact,01-18-2016,01-25-2016,Confirmed,Influenza - Avian,Domestic, Chicken,1733,32,32
9.86291,8.86645,Africa,Nigeria,Plateau,Miango road,Exact,01-17-2016,01-21-2016,Confirmed,Influenza - Avian,Domestic, Chicken,10000,309,309
8.9998,7.5039,Africa,Nigeria,Abuja,Karu,Exact,01-17-2016,01-21-2016,Confirmed,Influenza - Avian,Domestic, Chicken,350,160,160
12.0954,8.0974,Africa,Nigeria,Kano,Kumbotso,Exact,01-16-2016,01-21-2016,Confirmed,Influenza - Avian,Domestic, Chicken,1520,11,11
11.9215,8.3623,Africa,Nigeria,Kano,Nasarawa,Exact,01-16-2016,01-21-2016,Confirmed,Influenza - Avian,Domestic, Chicken,1350,35,35
11.8833,8.1555,Africa,Nigeria,Kano,Kumbotso,Exact,01-16-2016,01-21-2016,Confirmed,Influenza - Avian,Domestic, Chicken,800,58,58
6.6784,5.8533,Africa,Nigeria,Edo,Osawaru,Exact,01-15-2016,01-21-2016,Confirmed,Influenza - Avian,Domestic, Chicken,6700,14,14
11.97697,8.55474,Africa,Nigeria,Kano,Tarauni,Exact,01-15-2016,01-21-2016,Confirmed,Influenza - Avian,Domestic, Chicken,810,85,85
12.0014,8.4324,Africa,Nigeria,Kano,Gwale,Exact,01-14-2016,01-21-2016,Confirmed,Influenza - Avian,Domestic, Chicken,750,48,48
11.7869,8.2038,Africa,Nigeria,Kano,Kumbotso,Exact,01-14-2016,01-21-2016,Confirmed,Influenza - Avian,Domestic, Chicken,5577,150,150
11.9412,8.2375,Africa,Nigeria,Kano,Kumbotso,Exact,01-14-2016,01-21-2016,Confirmed,Influenza - Avian,Domestic, Chicken,8373,247,247
11.8977,8.6129,Africa,Nigeria,Kano,Tofa,Exact,01-14-2016,01-19-2016,Confirmed,Influenza - Avian,Domestic, Chicken,1516,58,58
9.7953,8.8446,Africa,Nigeria,Plateau,Bukuru,Exact,01-14-2016,01-19-2016,Confirmed,Influenza - Avian,Domestic, Chicken,500,150,150
11.8353,8.3343,Africa,Nigeria,Kano,Kura,Exact,01-14-2016,01-19-2016,Confirmed,Influenza - Avian,Domestic, Chicken,300,60,60
9.6678,12.5598,Africa,Nigeria,Adamawa,Tounga,Exact,01-13-2016,01-19-2016,Confirmed,Influenza - Avian,Domestic, Chicken,21000,1200,1200
9.9388,8.8356,Africa,Nigeria,Plateau,Jos,Exact,01-13-2016,01-19-2016,Confirmed,Influenza - Avian,Domestic, Chicken,150,50,50
5.35,-3.9,Africa,CÃƒÂ´te d'Ivoire,District autonome de Abidjan,Bingerville,Exact,01-12-2016,02-02-2016,Confirmed,Influenza - Avian,Domestic, Chicken,1150,150,100
6.2545,7.9745,Africa,Nigeria,Ebonyi,Abakaliki,Exact,01-12-2016,01-19-2016,Confirmed,Influenza - Avian,Domestic, Chicken,250,75,75
5.8655,6.2552,Africa,Nigeria,Delta,Aniocha,Exact,01-12-2016,01-19-2016,Confirmed,Influenza - Avian,Domestic, Chicken,1609,402,402
11.8428,8.3842,Africa,Nigeria,Kano,Kura,Exact,01-12-2016,01-19-2016,Confirmed,Influenza - Avian,Domestic, Chicken,5970,49,49
11.6324,8.3775,Africa,Nigeria,Kano,Kumbotso,Exact,01-12-2016,01-19-2016,Confirmed,Influenza - Avian,Domestic, Chicken,850,19,19
10.0163,8.7776,Africa,Nigeria,Plateau,Rantya,Exact,01-12-2016,01-19-2016,Confirmed,Influenza - Avian,Domestic, Chicken,3500,150,150
10.6033,7.3045,Africa,Nigeria,Kaduna,Kaduna,Exact,01-12-2016,01-19-2016,Confirmed,Influenza - Avian,Domestic, Chicken,30000,150,150
9.8726,8.811,Africa,Nigeria,Plateau,Bukuru,Exact,01-12-2016,01-19-2016,Confirmed,Influenza - Avian,Domestic, Chicken,650,50,50
11.6423,8.4833,Africa,Nigeria,Kano,Gwale,Exact,01-12-2016,01-19-2016,Confirmed,Influenza - Avian,Domestic, Chicken,150,11,11
6.594,7.4559,Africa,Nigeria,Enugu,Enugu,Exact,01-11-2016,01-19-2016,Confirmed,Influenza - Avian,Domestic, Chicken,3000,1885,1885
